who_is,https,js_len,host_len,www_count,shortened_url,https_count,http_count,-_count,=_count,special-Count,tld_length,if_org_or_gov,if_ali_u,if_google_u,if_ali_d,if_google_d,if_japan,if_aus,if_india,if_korea
0,1,174.5,20,0,0,0,1,1,1,10,3,0,0,0,0,0,0,0,0,0
0,1,72.0,13,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,118.0,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,0,126.5,27,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,33.0,14,0,0,0,1,0,0,12,5,0,0,0,0,0,0,0,0,0
0,0,38.0,23,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,142.5,20,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
1,1,182.0,25,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
1,1,177.0,15,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,144.5,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,162.0,26,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,32.5,12,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,176.0,11,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,162.5,15,1,0,0,1,4,1,15,3,0,0,0,0,0,0,0,0,0
1,1,135.5,19,1,0,0,1,0,0,7,3,0,0,0,0,0,0,1,0,0
1,1,145.5,11,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,119.0,18,1,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
1,1,46.0,13,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,47.0,32,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,168.0,15,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
0,1,77.0,21,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,147.0,17,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,0,92.5,21,1,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0
0,1,65.5,25,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,62.0,14,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,110.0,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,112.0,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,30.5,17,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,104.5,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,77.5,12,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,132.5,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,73.5,16,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,135.5,27,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,0,161.0,25,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
1,1,182.0,17,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,0,70.0,27,1,0,0,1,1,0,8,3,1,0,0,0,0,0,0,0,0
1,1,32.5,21,1,0,0,1,0,0,13,3,0,0,0,0,0,0,0,0,0
1,0,86.5,23,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
1,1,118.0,20,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
0,1,62.5,26,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,179.0,14,1,0,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0
1,1,186.0,11,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,1,0.0,16,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,1,108.5,11,1,0,0,1,0,0,10,3,1,0,0,0,0,0,0,0,0
1,1,50.0,16,1,0,0,1,1,0,8,3,1,0,0,0,0,0,0,0,0
0,1,134.0,25,0,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
1,1,32.0,20,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,0.0,25,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,77.5,33,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,138.5,18,1,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0
0,1,162.0,26,1,0,0,1,0,0,6,3,0,1,0,1,0,0,0,0,0
0,1,134.5,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,81.5,25,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,104.5,19,0,0,0,1,0,0,4,3,0,0,0,0,0,1,0,0,0
1,0,52.5,17,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
1,0,97.5,30,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
1,1,71.5,16,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,130.0,22,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,1,49.0,23,1,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0
1,1,191.0,20,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,35.0,17,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,34.5,22,1,1,0,1,2,4,22,3,0,0,0,0,0,0,0,0,0
1,0,74.5,20,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,48.5,16,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
0,1,133.5,21,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
1,1,54.0,15,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,74.0,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,0,59.5,21,0,0,0,1,0,2,12,3,0,0,0,0,0,0,0,0,0
1,1,60.5,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,50.5,20,1,0,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0
1,1,164.0,17,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,113.0,16,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,74.0,18,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,111.5,16,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,172.0,16,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,171.0,20,1,0,0,1,0,0,5,3,1,0,0,0,0,1,0,0,0
0,1,42.0,16,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,45.5,19,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,73.5,15,1,0,0,1,0,0,14,3,0,0,0,0,0,0,0,0,0
1,1,46.0,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,90.5,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,172.0,17,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
1,1,72.5,11,0,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,181.5,19,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
1,1,132.5,12,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,49.5,20,1,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0
1,1,98.5,15,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,186.0,18,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,164.0,19,1,1,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0
1,0,53.5,20,0,0,0,1,4,0,13,3,0,0,0,0,0,0,0,0,0
1,1,52.0,22,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,55.5,16,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,81.0,18,1,0,0,1,1,0,10,5,0,0,0,0,0,0,0,0,0
1,0,0.0,20,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
0,1,116.5,17,1,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
0,1,87.5,24,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
0,1,145.5,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,112.5,10,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,135.5,11,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,102.0,16,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,174.5,19,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,132.5,24,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,38.5,17,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,95.5,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,105.0,22,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0
1,1,66.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,125.0,19,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
1,1,40.0,28,1,0,0,1,0,0,10,3,1,0,0,0,0,0,0,0,0
1,1,121.5,14,1,0,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0
1,1,35.5,16,1,0,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0
1,1,98.0,21,1,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
0,1,46.5,15,0,0,0,1,1,0,9,3,0,0,1,0,1,0,0,0,0
0,1,61.5,24,0,0,0,1,1,1,12,3,0,0,0,0,0,0,0,0,0
1,1,64.5,24,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,0.0,25,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,68.5,23,1,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0
1,1,47.0,11,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,96.5,16,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,199.0,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,184.5,16,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,37.0,18,0,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,114.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,115.0,23,0,0,0,1,1,0,6,3,0,0,0,0,0,0,0,0,0
1,0,147.0,36,1,0,0,1,0,0,6,3,0,1,0,1,0,0,0,0,0
1,1,77.5,18,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,137.0,14,1,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0
1,0,157.0,25,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,183.0,16,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,93.5,15,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,179.0,24,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,88.0,17,1,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
1,1,113.5,19,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,38.5,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,119.0,15,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,0.0,10,1,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0
1,0,33.0,15,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,101.5,22,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,0,101.5,16,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,183.0,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,152.0,16,1,1,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,1,170.0,27,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0
1,0,144.0,18,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,153.5,19,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,158.0,12,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,141.5,19,1,0,0,1,0,0,6,6,0,0,0,0,0,1,0,0,0
1,1,38.0,18,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0
1,1,173.5,28,1,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0
1,1,116.0,22,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,174.5,18,1,0,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0
0,1,89.0,22,1,0,0,1,0,2,13,3,0,0,0,0,0,0,0,0,0
1,1,40.5,20,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,99.5,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,50.0,18,1,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0
1,1,96.5,28,0,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
1,1,95.0,13,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,163.5,21,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,0,128.5,22,0,0,0,1,0,1,9,3,1,0,0,0,0,0,0,0,0
1,1,56.0,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,0.0,29,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,114.5,34,0,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,48.5,21,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
1,1,130.5,17,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,0,102.0,22,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,155.5,16,0,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
0,1,108.0,18,1,0,0,1,0,0,8,3,0,0,0,0,0,1,0,0,0
1,1,171.0,18,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,32.5,18,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0
1,1,94.5,12,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,0,65.5,16,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,198.0,24,1,1,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,83.0,16,0,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
1,0,0.0,11,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,0,52.5,18,1,0,0,1,0,0,10,2,0,0,0,0,0,0,0,0,0
1,1,67.0,16,1,0,0,1,0,0,9,3,1,0,0,0,0,0,0,0,0
1,1,67.0,17,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,86.5,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,55.5,17,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,0.0,16,0,0,0,1,5,0,13,3,0,0,0,0,0,1,0,0,0
1,1,92.5,19,0,0,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0
1,0,40.5,17,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,36.5,22,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,171.0,28,1,0,0,1,0,0,7,6,0,0,0,0,0,0,0,0,0
1,0,76.0,23,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,65.0,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,71.0,12,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,51.0,26,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,69.5,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,194.0,14,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,47.0,27,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,0,160.5,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,149.5,17,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,199.0,14,0,0,0,1,0,0,7,3,1,0,0,0,0,0,0,0,0
1,1,193.5,19,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,147.5,14,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
1,1,171.0,26,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
1,1,166.5,11,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,1,70.0,10,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,196.0,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,57.0,16,1,0,0,1,0,1,11,3,1,0,0,0,0,0,0,0,0
1,1,130.5,17,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,49.5,16,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,147.5,23,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,1,0
1,1,123.5,17,1,0,0,1,1,0,7,3,0,0,0,0,0,0,0,0,0
1,1,83.5,27,0,0,0,1,0,0,15,3,0,0,0,0,0,0,0,1,0
1,1,90.0,17,1,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
0,1,40.0,26,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,72.5,10,1,0,0,1,0,0,13,3,0,0,0,0,0,0,0,0,0
1,1,131.5,14,1,1,0,1,0,0,7,5,0,0,0,0,0,1,0,0,0
1,1,158.5,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,154.5,20,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,77.5,15,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,155.0,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,101.0,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,144.5,16,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,161.5,24,1,0,0,1,1,0,7,3,1,0,0,0,0,0,0,0,0
1,1,178.5,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,94.0,21,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0
1,0,181.5,27,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,148.5,17,1,1,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,156.0,18,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0
1,1,109.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,130.5,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,139.5,29,0,0,0,1,2,0,14,3,0,0,0,0,0,0,0,0,0
1,1,180.5,11,1,0,0,1,2,0,9,3,1,0,0,0,0,0,1,0,0
1,0,141.5,20,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
0,1,104.0,13,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,0,130.0,24,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,195.0,14,1,0,0,1,0,0,7,3,0,0,0,0,0,0,1,0,0
1,1,99.5,13,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,190.0,14,0,0,0,1,0,0,5,3,0,0,0,0,0,1,0,0,0
1,0,42.0,22,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,117.0,14,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,0.0,14,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,112.0,21,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
1,1,112.5,19,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
0,1,54.0,15,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0
1,1,128.0,20,1,0,0,1,1,0,7,3,1,0,0,0,0,0,0,0,0
0,1,178.0,23,1,0,0,1,0,0,6,3,0,0,0,0,0,1,0,0,0
1,1,126.0,18,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,124.5,20,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,0,33.5,23,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,0,117.0,21,1,0,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0
1,1,0.0,18,1,1,0,1,1,0,12,3,0,0,0,0,0,0,0,0,0
1,0,189.0,15,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
0,1,139.0,41,0,0,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0
0,1,161.5,23,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,106.5,30,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,0,120.5,30,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,118.5,15,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,0,43.5,35,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,0,163.5,17,1,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
1,1,81.5,13,0,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,172.5,15,1,1,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0
1,1,33.5,16,1,0,0,1,0,0,6,3,1,0,0,0,0,1,0,0,0
1,0,137.5,21,1,0,0,1,0,0,13,6,0,0,0,0,0,0,0,0,0
1,1,71.0,23,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,0,84.0,21,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,31.5,20,1,0,0,1,0,0,12,3,0,0,0,0,0,0,0,0,0
1,1,190.5,22,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,66.0,19,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,169.0,29,1,1,0,1,0,0,9,5,0,0,0,0,0,0,0,0,0
1,1,79.5,28,1,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0
0,1,131.5,22,1,0,0,1,2,0,8,3,0,0,0,0,0,0,0,0,0
1,1,120.5,24,1,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0
1,1,47.0,20,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,126.0,17,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,119.5,16,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
0,1,97.5,24,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,58.0,12,1,0,0,1,0,0,11,3,1,0,0,0,0,0,0,0,0
1,1,67.0,17,1,0,0,1,0,0,9,3,0,0,0,0,0,0,0,0,0
1,1,140.0,19,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,112.0,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,161.0,10,1,0,0,1,0,0,8,2,0,0,0,0,0,0,0,0,0
1,0,87.5,13,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,144.0,15,1,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0
1,1,36.5,29,0,0,0,1,2,0,13,3,0,0,0,0,0,1,0,0,0
1,1,52.0,18,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,0,73.0,14,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,0.0,24,1,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
0,1,0.0,16,1,0,0,1,0,4,20,3,0,0,0,0,0,0,0,0,0
1,1,0.0,15,1,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0
1,1,133.5,23,1,0,0,1,0,0,18,3,0,0,0,0,0,0,0,0,0
0,0,109.5,20,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0
1,1,157.0,23,1,0,0,1,0,0,7,5,0,0,0,0,0,0,0,0,0
1,0,0.0,20,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0
1,1,133.5,18,1,0,0,1,6,0,17,3,0,0,0,0,0,0,0,0,0
1,0,53.0,16,1,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0
1,0,174.5,18,0,0,0,1,0,0,9,3,0,0,0,0,0,0,1,0,0
1,1,112.5,13,0,0,0,1,0,0,8,3,1,0,0,0,0,0,0,0,0
1,1,88.5,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,45.0,11,1,0,0,1,0,0,11,3,0,0,0,0,0,0,0,0,0
1,1,115.5,13,1,0,0,1,0,0,7,3,0,1,0,0,0,0,0,0,0
0,1,146.0,19,1,0,0,1,1,0,10,3,0,0,0,0,0,1,0,0,0
1,1,157.5,13,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
0,1,88.5,22,1,0,0,1,1,0,6,3,1,0,0,0,0,0,0,0,0
1,1,158.0,16,1,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0
1,1,34.5,19,1,0,0,1,0,1,10,3,0,0,0,0,0,0,0,0,0
1,1,139.5,16,1,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,168.0,14,1,0,0,1,0,0,10,3,1,0,0,0,0,0,0,0,0
0,1,50.5,18,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,0,0
0,0,187.5,29,0,1,0,1,2,0,8,12,0,0,0,0,0,0,0,0,0
1,1,62.0,25,1,0,0,1,1,0,9,2,0,0,0,0,0,0,0,0,0
0,1,157.0,17,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,128.5,17,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,0,187.5,23,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,0,151.0,17,1,0,0,1,0,0,8,3,0,0,0,0,0,0,0,0,0
1,1,55.0,22,1,1,0,1,2,4,22,3,0,0,0,0,0,1,0,0,0
1,1,169.5,19,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0
1,1,185.0,22,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,52.0,12,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,0
1,1,160.0,11,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,115.0,18,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
1,1,31.5,17,1,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0
1,1,44.0,24,1,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0
1,0,99.5,21,1,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0
